date,AXS Price,AXS Mk Cap,SLP Price,SLP Mk Cap,ETH Price,ETH Mk Cap,SPS Price,SPS Mk Cap,TLM Price,TLM Mk Cap,MANA Price,MANA Mk Cap,ATLAS Price,ATLAS Mk Cap,SAND Price,SAND Mk Cap,ILV Price,ILV Mk Cap,AXS Circ. Supply per CoinGecko
2020-11-05,0.14569963826503426,7754755.6201303415,0.02743763415248827,1061497.2166551051,401.7330968324722,45360338717.11154,,,,,0.06466847059378412,85115312.50724974,,,0.031672419554061616,19176165.14452672,,,53224261.31233139
2020-11-06,0.13489262621204753,7257184.758105823,0.025944595090317275,987125.8615092242,415.9277704309719,47077208350.069885,,,,,0.07401853071345467,98016704.70326445,,,0.03403371526459864,20612085.700430382,,,53799714.34982462
2020-11-07,0.142959525828084,7678065.071288265,0.026330751462676424,1005364.4859933144,454.6515430984697,51546745852.677986,,,,,0.08281258889339926,110246705.5489166,,,0.03751166156097241,22796245.85622736,,,53707964.032571875
2020-11-08,0.14199469620607735,7658840.346562262,0.02618887681900376,999362.2017469499,435.4183540833094,49463138492.48698,,,,,0.07460658396122713,99030701.45733485,,,0.03634901184006143,21977995.068716727,,,53937510.000000015
2020-11-09,0.1979336794610916,10932754.166469552,0.026007024723339406,1034924.8108497929,455.3583669721691,51682115129.3641,,,,,0.08608097759363154,113589796.19415247,,,0.0379259387421119,22979110.86821114,,,55234431.02879636
2020-11-10,0.2795589009850647,15355920.490770139,0.026505259107995584,1060585.1046943534,445.0512933420698,50377035452.20988,,,,,0.09640547118556013,127335536.96370709,,,0.03784539434382544,22990453.555162936,,,54929105.94748161
2020-11-11,0.26416610009638714,14025285.844607566,0.046848469548192676,2313722.6701439805,449.8161845012962,51000796202.07293,,,,,0.08707787629297814,115674160.23030452,,,0.04145524684578008,25192853.236518387,,,53092678.58173367
2020-11-12,0.35156189817670414,19260788.592371378,0.05027949616230299,2496189.147334687,463.18087172032307,52569790942.69943,,,,,0.08265278529532778,109218228.30769497,,,0.04271236358837589,26193319.472626712,,,54786336.89334106
2020-11-13,0.3121605406269677,16983347.1907499,0.037968920363289686,1905840.4889893115,462.2056195794902,52548309254.49251,,,,,0.0834292597345239,109384044.3827789,,,0.038670427459490696,23861436.402496174,,,54405810.40973088
2020-11-14,0.39427890543404676,22182529.210996475,0.03881700744642482,1910020.1240561714,475.9690936576015,53963588841.127716,,,,,0.08368165646532874,109728133.4514428,,,0.03908470508470724,24224975.317853644,,,56261009.41559774
2020-11-15,0.5757936739725374,31089712.412041157,0.04854891051666748,2423964.31283149,462.7183970607933,52476765553.11609,,,,,0.07968778555762823,105915003.02949996,,,0.038289025719309984,23598468.57842118,,,53994536.267732576
2020-11-16,0.5998615091106866,33161583.278063927,0.042395075399685865,2091012.9132341123,449.2068016397434,50978678612.60896,,,,,0.07880461668797595,103903082.96698898,,,0.037543560002798564,23174224.1494203,,,55282065.56747908
2020-11-17,0.557482358079674,30272058.49411917,0.047734925997488714,2434397.960409557,461.3711967052673,52356872782.26836,,,,,0.08152500743422264,107835705.94212678,,,0.03861145836299621,23794061.24978711,,,54301374.84241746
